(Nundasuchus) 1 | 5 
(Diplocaulus) 1 | 5 
(Ophiacodon) 1 | 5 
(Purussaurus_Gén2) 1 | 5 
(Irritator_Gén2) 1 | 5 
(Majungasaure) 1 | 5 
(Stygimoloch_Gén2) 1 | 8 
(Sauronitholestes) 1 | 10 
(Lythoronax) 1 | 8 
(Dimétrodon_Gén2) 1 | 10 
(Phorusrhacos) 1 | 10 
(Euoplocephalus) 1 | 10 
(Dimorphodon) 1 | 10 
(Einiosaure) 1 | 10 
(Apatosaure) 1 | 11 
(Sarcosuchus) 1 | 10 
(Brontothère) 1 | 10 
(Suchomimus) 1 | 10 
(Iguanodon) 1 | 10 
(Archaeotherium) 1 | 11 
(Hatzegopteryx) 1 | 12 
(Tricératops_Gén2) 1 | 12 
(Deinonychus) 1 | 14 
(Glyptodon) 1 | 12 
(Coelurosauravus) 1 | 12 
(Eremotherium) 1 | 12 
(Monolophosaure_Gén2) 1 | 15 
(Dracorex_Gén2) 1 | 12 
(Stégosaure) 1 | 15 
(Inostrancevia) 1 | 13 
(Platéosaure) 1 | 13 
(Miragaia) 1 | 13 
(Tanycolagreus) 1 | 13 
(Scolosaure) 1 | 13 
(Ankylosaure_Gén2) 1 | 14 
(Parasaurolophus) 1 | 15 
(Gallimimus) 1 | 15 
(Dilophosaure_Gén2) 1 | 15 
(Tarbosaure) 1 | 15 
(Amphicyon) 1 | 15 
(Allosaure) 1 | 15 
(Sinosauropteryx) 1 | 15 
(Deinocheirus) 1 | 16 
(Vélociraptor) 1 | 20 
(Megaraptor) 1 | 11 
(Centrosaurus) 1 | 8 
(Shantungosaurus) 1 | 2 

(Skorpiovenator) 2 | 8 
(Deinotherium) 2 | 8 
(Koolasuchus_Gén2) 2 | 15 
(Erlikosaure_Gén2) 2 | 11 
(Inostherium) 2 | 8 (Inostrancevia) (Archaeotherium)
(Scaphognathus) 2 | 8 
(Kelenken) 2 | 13 
(Dsungaripterus) 2 | 8 
(Aigle_de_Haast_Gén2) 2 | 10 
(Baryonyx_Leucistique) 2 | 10 
(Elasmotherium) 2 | 10 
(Oviraptor) 2 | 9 
(Kaprosuchus) 2 | 11 
(Echo) 2 | 10 
(Nodosaure) 2 | 10 
(Edmontosaure) 2 | 10 
(Postosuchus) 2 | 10 
(Purussaurus) 2 | 10 
(Giraffatitan) 2 | 12 
(Procératosaure) 2 | 12 
(Ornithomimus) 2 | 10 
(Diplotator) 2 | 10 (Diplocaulus) (Irritator_Gén2)
(Deinosuchus) 2 | 10 
(Moschops) 2 | 10 
(Archaeopteryx) 2 | 10 
(Megalonyx) 2 | 10 
(Titanoboa_Gén2) 2 | 10 
(Andrewsarchus) 2 | 10 
(Charlie) 2 | 10 
(Tricératops) 2 | 14 
(Meiolania) 2 | 14 
(Majundasuchus) 2 | 11 (Majungasaure) (Nundasuchus)
(Argentinosaure) 2 | 15 
(Arambourgiania) 2 | 15 
(Gorgosaure) 2 | 16 
(Aquilops) 2 | 12 
(Mégalosaure) 2 | 12 
(Mégalocéros) 2 | 12 
(Entélodonte) 2 | 12 
(Pyroraptor_Gén2) 2 | 15 
(Loup_Sinistre) 2 | 14 
(Dilophosaure) 2 | 15 
(Cervalces) 2 | 12 
(Crichtonsaurus) 2 | 15 
(Preondactylus) 2 | 15 
(Irritator) 2 | 15 
(Arctops) 2 | 15 
(Tupandatylus) 2 | 12 
(Utahraptor) 2 | 12 
(Arctodus) 2 | 12 
(Dreadnoughtus) 2 | 13 
(Quetzalcoatlus) 2 | 12 
(Albertosaurus) 2 | 12 
(Sphaerotholus) 2 | 14 
(Thylacosmilus) 2 | 12 
(Wuerhosaure) 2 | 12 
(Amargasaure) 2 | 13 
(Einasuchus) 2 | 15 (Einiosaure) (Nundasuchus)
(Ankylocodon) 2 | 13 (Ophiacodon) (Ankylosaure_Gén2)
(Tuojiangosaure) 2 | 13 
(Spinosaurus) 2 | 13 
(Diplocaulus_Gén2) 2 | 13 
(Argentavis) 2 | 13 
(Tapejara) 2 | 13 
(Bajadasaurus) 2 | 15 
(Suchotator) 2 | 15 (Suchomimus) (Irritator_Gén2)
(Nasutoceratops) 2 | 14 
(Gorganops) 2 | 14 
(Lion_Marsupial) 2 | 14 
(Carnotaure) 2 | 14 
(Thérizinosaure) 2 | 15 
(Baryonyx_Gén2) 2 | 15 
(Ténontosaure) 2 | 15 
(Delta) 2 | 15 
(Compsognathus_Gén2) 2 | 15 
(Rodrigues_Solitaire) 2 | 15 
(Dracorex) 2 | 15 
(Doedicurus) 2 | 15 
(Fukuisaurus) 2 | 15 
(Purrolythe) 2 | 15 (Lythoronax) (Purussaurus_Gén2)
(T_Rex_Gén2) 2 | 15 
(Dimétrodon) 2 | 18 
(Nanotyrannus) 2 | 6 
(Herrerasaurus) 2 | 10 

(Edmontoguanodon) 3 | 11 (Edmontosaure) (Iguanodon)
(Quetzalcoatlus_Gén2) 3 | 11 
(Argenteryx) 3 | 11 (Archaeopteryx) (Argentavis)
(Dimodactylus) 3 | 11 (Tupandatylus) (Dimorphodon)
(Mégalogaia) 3 | 11 (Mégalocéros) (Miragaia)
(Brontolasmus) 3 | 11 (Elasmotherium) (Brontothère)
(Protocératops) 3 | 11 
(Scutosaurus) 3 | 11 
(Animantarx) 3 | 11 
(Baryothus) 3 | 11 (Baryonyx_Leucistique) (Dreadnoughtus)
(Brunette) 3 | 11 
(Dakotaraptor) 3 | 11 
(Megalotops) 3 | 11 (Megalonyx) (Nasutoceratops)
(Beelzebufo) 3 | 11 
(Aérotitan) 3 | 11 
(Koolasuchus) 3 | 11 
(Erlikosaure) 3 | 11 
(Sécodontosaure) 3 | 15 
(Saurolyth) 3 | 15 (Sauronitholestes) (Purrolythe)
(Deinotops) 3 | 11 (Deinosuchus) (Arctops)
(Rinchenia) 3 | 11 
(Andrewtodon) 3 | 11 (Andrewsarchus) (Glyptodon)
(Ampelosaure) 3 | 11 
(Blonde) 3 | 13 
(Ailurarctos) 3 | 11 
(Gorgosuchus) 3 | 12 (Gorgosaure) (Kaprosuchus)
(Erlikogamma) 3 | 12 (Erlikosaure_Gén2) (Charlie)
(Stegoceras) 3 | 12 
(Brachiosaure) 3 | 19 
(Nodopatosaure) 3 | 15 (Apatosaure) (Nodosaure)
(Mammouth_Laineux) 3 | 12 
(Ankylodicurus) 3 | 15 (Doedicurus) (Ankylocodon)
(Majundaboa) 3 | 12 (Titanoboa_Gén2) (Majundasuchus)
(Smilodon) 3 | 12 
(Oviraptor_Gén2) 3 | 12 
(Diplodocus) 3 | 18 
(Moros_Intrepidus) 3 | 12 
(Maiasaura) 3 | 12 
(Struthiomimus) 3 | 12 
(Concavenator) 3 | 12 
(Ghost) 3 | 18 
(Ouranosaure) 3 | 15 
(Stégocératops) 3 | 14 (Tricératops) (Stégosaure)
(Spinosaurus_Gén2) 3 | 13 
(Procérathomimus) 3 | 15 (Procératosaure) (Ornithomimus)
(Sinocératops) 3 | 13 
(Tsintaosaurus) 3 | 13 
(Alanqa) 3 | 13 
(Carbonemys) 3 | 13 
(Acrocanthosaurus) 3 | 14 
(Ptéranodon) 3 | 13 
(Titanosaurus) 3 | 13 
(Gigantspinosaurus) 3 | 13 
(Pachycéphalosaure) 3 | 13 
(Sarcorixis) 3 | 15 (Sarcosuchus) (Einasuchus)
(Spinotahraptor) 3 | 14 (Spinosaurus) (Utahraptor)
(Kentrosaure) 3 | 15 
(Darwinopterus) 3 | 14 
(Dodo) 3 | 14 
(Aigle_de_Haast) 3 | 15 
(Anurognathus) 3 | 14 
(Eucladoceros) 3 | 14 
(Edaphosaurus) 3 | 14 
(Lystrosaurus) 3 | 15 
(Compsognathus) 3 | 14 
(Sonorasaurus) 3 | 14 
(Troodon) 3 | 14 
(Megistotherium) 3 | 15 
(Ankylosaure) 3 | 15 
(Amargocephalus) 3 | 15 (Amargasaure) (Euoplocephalus)
(Rajasaure) 3 | 15 
(Titanoboa) 3 | 15 
(Indominus_Rex_Gén2) 3 | 15 (T_Rex_Gén2) (Echo)
(Purutaurus) 3 | 15 (Carnotaure) (Purussaurus)
(Monolophosaure) 3 | 15 
(Tyrannosaure) 3 | 15 
(Baryonyx) 3 | 15 
(Antarctopelta) 3 | 15 
(Stygimoloch) 3 | 15 
(Blue) 3 | 15 
(Pyroraptor) 3 | 15 
(Pulmonoscorpius) 3 | 15 
(Posimetrodon) 3 | 15 (Postosuchus) (Dimétrodon)
(Microraptor) 3 | 15 
(Thylacotator) 3 | 15 (Lion_Marsupial) (Suchotator)
(Allosaure_Gén2) 3 | 15 
(Bumpy) 3 | 15 
(Beta) 3 | 16 
(Scorpios_Rex_Gén2) 3 | 17 (Monolophosaure_Gén2) (Carnotaure)
(Gryposuchus) 3 | 19 
(Panthera) 3 | 20 
(Tiger) 3 | 20 
(Red) 3 | 20 
(Giganotosaurus) 3 | 20 
(Aquilamimus) 3 | 11 (Gallimimus) (Aigle_de_Haast_Gén2)
(Rhino_Laineux) 3 | 11 
(Entélochops) 3 | 11 (Moschops) (Entélodonte)
(Ovilophosaurus) 3 | 11 (Oviraptor) (Dilophosaure)
(Velosrhacos) 3 | 11 (Delta) (Phorusrhacos)

-(Scaphotator) 3 | 0 (Diplotator) (Scaphognathus)


(Titanotor) 4 | 16 (Titanosaurus) (Giganotosaurus)
(Becklophosaurus) 4 | 16 (Brunette) (Ovilophosaurus)
(Spinoceratops) 4 | 16 (Sinocératops) (Spinosaurus_Gén2)
(Scorpios_Rex) 4 | 16 (Purutaurus) (Monolophosaure)
(Utasinoraptor) 4 | 16 (Utahraptor) (Sinocératops)
(Segnoraptor) 4 | 16 (Thérizinosaure) (Microraptor)
(Graciliraptor) 4 | 16 
(Megistocurus) 4 | 16 (Megistotherium) (Doedicurus)
(Monomimus) 4 | 16 (Gallimimus) (Monolophosaure)
(Concakuiisaurus) 4 | 16 (Fukuisaurus) (Concavenator)
(Aquicomilus) 4 | 16 (Aquilamimus) (Thylacosmilus)
(Pyrritator) 4 | 16 (Pyroraptor) (Irritator)
